Time; Serial.print output 
t; x; y; theta
59194798.384000; -0.37; 1.69; 0.48
59211143.599000; -0.37; 1.69; 0.48
59228008.751000; -0.37; 1.69; 0.48
59244718.895000; -0.37; 1.69; 0.48
59258849.875000; -0.37; 1.69; 0.48
59274946.264000; -0.37; 1.69; 0.48
59293121.595000; -0.37; 1.69; 0.48
59306853.852000; -0.37; 1.69; 0.48
59323170.437000; -0.37; 1.69; 0.48
59340415.602000; -0.37; 1.69; 0.48
59356405.203000; -0.37; 1.69; 0.48
59370859.716000; -0.37; 1.69; 0.48
59386821.039000; -0.37; 1.69; 0.48
59402878.433000; -0.37; 1.69; 0.48
59419428.371000; -0.37; 1.69; 0.48
59435927.243000; -0.37; 1.69; 0.48
59454584.514000; -0.37; 1.69; 0.48
59467418.136000; -0.37; 1.69; 0.48
59483625.356000; -0.37; 1.69; 0.48
59498802.694000; -0.37; 1.69; 0.48
59515522.996000; -0.37; 1.69; 0.48
59532283.730000; -0.37; 1.69; 0.48
59548389.060000; -0.37; 1.69; 0.48
59563360.844000; -0.37; 1.69; 0.48
59580103.634000; -0.37; 1.69; 0.48
59596881.524000; -0.37; 1.69; 0.48
59610846.777000; -0.37; 1.69; 0.48
59627212.040000; -0.37; 1.69; 0.48
59645317.282000; -0.37; 1.69; 0.48
59659475.809000; -0.37; 1.69; 0.48
59677068.589000; -0.37; 1.69; 0.48
59691012.193000; -0.37; 1.69; 0.48
59707170.601000; -0.37; 1.69; 0.48
59724162.209000; -0.37; 1.69; 0.48
59740747.070000; -0.37; 1.69; 0.48
59755094.436000; -0.37; 1.69; 0.48
59770990.066000; -0.37; 1.69; 0.48
59787341.235000; -0.37; 1.69; 0.48
59803319.565000; -0.37; 1.69; 0.48
59818989.907000; -0.37; 1.69; 0.48
59836264.550000; -0.37; 1.69; 0.48
59852748.853000; -0.37; 1.69; 0.48
59869442.618000; -0.37; 1.69; 0.48
59882764.255000; -0.36; 1.69; 0.48
59900128.396000; -0.34; 1.69; 0.48
59915970.902000; -0.33; 1.69; 0.48
59932600.922000; -0.32; 1.69; 0.48
59946848.316000; -0.31; 1.69; 0.48
59963883.764000; -0.29; 1.69; 0.48
59978805.908000; -0.28; 1.69; 0.48
59996011.022000; -0.27; 1.69; 0.48
60010967.140000; -0.25; 1.69; 0.48
60027828.160000; -0.24; 1.69; 0.48
60044908.709000; -0.23; 1.69; 0.48
60058857.733000; -0.22; 1.69; 0.48
60074848.387000; -0.20; 1.69; 0.48
60092614.755000; -0.19; 1.69; 0.48
60106788.563000; -0.18; 1.69; 0.48
60123261.256000; -0.16; 1.69; 0.48
60140154.855000; -0.15; 1.69; 0.48
60154798.185000; -0.14; 1.69; 0.48
60172165.111000; -0.12; 1.69; 0.48
60186781.191000; -0.11; 1.69; 0.48
60202966.782000; -0.10; 1.69; 0.48
60219374.730000; -0.09; 1.69; 0.48
60234784.344000; -0.07; 1.69; 0.48
60251630.552000; -0.06; 1.69; 0.48
60266782.899000; -0.05; 1.69; 0.48
60282847.254000; -0.04; 1.69; 0.48
60300653.712000; -0.02; 1.69; 0.48
60317515.115000; -0.01; 1.69; 0.48
60337965.045000; 0.01; 1.69; 0.48
60347724.119000; 0.02; 1.69; 0.48
60363607.265000; 0.03; 1.69; 0.48
60379794.286000; 0.04; 1.69; 0.48
60396146.048000; 0.05; 1.69; 0.48
60411963.559000; 0.07; 1.69; 0.48
60426805.867000; 0.08; 1.69; 0.48
60443129.956000; 0.09; 1.69; 0.48
60458869.185000; 0.10; 1.69; 0.48
60475712.341000; 0.12; 1.69; 0.48
60492250.192000; 0.13; 1.69; 0.48
60507511.321000; 0.14; 1.69; 0.48
60524085.481000; 0.16; 1.69; 0.48
60540790.184000; 0.17; 1.69; 0.48
60554901.357000; 0.18; 1.69; 0.48
60572422.070000; 0.20; 1.69; 0.48
60589438.812000; 0.21; 1.69; 0.48
60604066.269000; 0.22; 1.69; 0.48
60618944.641000; 0.23; 1.69; 0.48
60637076.082000; 0.25; 1.69; 0.48
60651045.530000; 0.26; 1.69; 0.48
60666810.007000; 0.27; 1.69; 0.48
60683242.676000; 0.28; 1.69; 0.48
60700061.672000; 0.30; 1.69; 0.48
60716356.114000; 0.31; 1.69; 0.48
60730780.314000; 0.32; 1.69; 0.48
60746864.715000; 0.34; 1.69; 0.48
60763938.990000; 0.35; 1.69; 0.48
60781129.038000; 0.36; 1.69; 0.48
60795448.274000; 0.37; 1.69; 0.48
60810811.892000; 0.39; 1.69; 0.48
60827123.161000; 0.40; 1.69; 0.48
60842818.070000; 0.41; 1.69; 0.48
60860318.013000; 0.43; 1.69; 0.48
60876320.278000; 0.44; 1.69; 0.47
60890765.511000; 0.45; 1.69; 0.45
60908971.763000; 0.46; 1.69; 0.43
60922865.935000; 0.47; 1.69; 0.41
60939201.006000; 0.48; 1.69; 0.39
60955382.418000; 0.49; 1.69; 0.37
60972304.616000; 0.50; 1.69; 0.35
60988872.425000; 0.51; 1.69; 0.33
61002870.131000; 0.52; 1.69; 0.32
61019876.070000; 0.53; 1.69; 0.30
61034757.789000; 0.54; 1.69; 0.28
61052557.650000; 0.56; 1.69; 0.26
61066797.620000; 0.57; 1.69; 0.24
61083462.272000; 0.58; 1.69; 0.22
61099584.913000; 0.59; 1.69; 0.20
61115515.376000; 0.60; 1.69; 0.18
61132808.080000; 0.61; 1.69; 0.16
61146812.786000; 0.62; 1.69; 0.15
61162829.242000; 0.63; 1.69; 0.13
61180069.174000; 0.64; 1.69; 0.11
61196561.712000; 0.65; 1.69; 0.09
61210803.274000; 0.66; 1.69; 0.07
61227418.581000; 0.67; 1.69; 0.05
61243486.864000; 0.68; 1.69; 0.03
61260066.330000; 0.70; 1.69; 0.01
61276224.412000; 0.71; 1.69; -0.01
61294010.513000; 0.72; 1.69; -0.03
61306889.100000; 0.73; 1.69; -0.04
61323599.208000; 0.74; 1.69; -0.06
61340143.475000; 0.75; 1.69; -0.08
61356387.871000; 0.76; 1.69; -0.10
61372108.189000; 0.77; 1.69; -0.12
61389128.032000; 0.78; 1.69; -0.14
61403192.155000; 0.79; 1.69; -0.16
61420668.890000; 0.80; 1.69; -0.18
61434855.845000; 0.81; 1.69; -0.20
61452704.968000; 0.82; 1.69; -0.22
61467836.387000; 0.83; 1.69; -0.24
61484319.528000; 0.85; 1.69; -0.26
61498902.958000; 0.86; 1.69; -0.27
61515868.718000; 0.87; 1.69; -0.29
61530869.890000; 0.88; 1.69; -0.31
61548333.879000; 0.89; 1.69; -0.33
61562861.206000; 0.90; 1.69; -0.35
61579730.524000; 0.91; 1.69; -0.37
61596578.080000; 0.92; 1.69; -0.39
61611179.623000; 0.93; 1.69; -0.41
61628512.177000; 0.94; 1.69; -0.43
61642980.599000; 0.95; 1.69; -0.44
61659290.420000; 0.96; 1.69; -0.46
61677065.809000; 0.98; 1.69; -0.48
61690757.310000; 0.98; 1.69; -0.50
61708683.653000; 1.00; 1.69; -0.52
61722942.261000; 1.01; 1.69; -0.54
61739056.614000; 1.02; 1.69; -0.56
61756025.988000; 1.03; 1.69; -0.58
61772070.466000; 1.04; 1.69; -0.60
61788471.055000; 1.05; 1.69; -0.62
61802806.239000; 1.06; 1.69; -0.63
61819787.091000; 1.07; 1.69; -0.65
61836022.428000; 1.08; 1.69; -0.67
61852536.122000; 1.09; 1.69; -0.69
61869238.881000; 1.10; 1.69; -0.71
61882820.852000; 1.10; 1.69; -0.71
61900200.578000; 1.10; 1.69; -0.71
61914847.802000; 1.10; 1.69; -0.71
61931154.989000; 1.10; 1.69; -0.71
61947359.352000; 1.10; 1.69; -0.71
61964888.930000; 1.10; 1.69; -0.71
61978917.726000; 1.10; 1.69; -0.71
61996688.696000; 1.10; 1.69; -0.71
62012880.741000; 1.10; 1.69; -0.71
62029038.042000; 1.10; 1.69; -0.71
62042900.766000; 1.10; 1.69; -0.71
62059263.627000; 1.10; 1.69; -0.71
62075627.449000; 1.10; 1.69; -0.71
62092471.366000; 1.10; 1.69; -0.71
62106842.721000; 1.10; 1.69; -0.71
62123802.594000; 1.10; 1.69; -0.71
62140351.172000; 1.10; 1.69; -0.71
62156895.435000; 1.10; 1.69; -0.71
62170856.626000; 1.10; 1.69; -0.71
62187774.070000; 1.10; 1.69; -0.71
62204591.504000; 1.10; 1.69; -0.71
62218805.077000; 1.10; 1.69; -0.71
62234757.826000; 1.10; 1.69; -0.71
62250848.954000; 1.10; 1.69; -0.71
62267364.455000; 1.10; 1.69; -0.71
62284345.129000; 1.10; 1.69; -0.71
62298836.349000; 1.10; 1.69; -0.71
62314910.150000; 1.10; 1.69; -0.71
62335320.992000; 1.10; 1.69; -0.71
62346845.059000; 1.10; 1.69; -0.71
62363507.880000; 1.10; 1.69; -0.71
62379961.108000; 1.10; 1.69; -0.71
62395846.366000; 1.10; 1.69; -0.71
62412966.969000; 1.10; 1.69; -0.71
62427285.649000; 1.10; 1.69; -0.71
62444368.259000; 1.10; 1.69; -0.71
62458844.433000; 1.10; 1.69; -0.71
62475853.283000; 1.10; 1.69; -0.71
62491283.134000; 1.10; 1.69; -0.71
62508163.111000; 1.10; 1.69; -0.71
62524694.136000; 1.10; 1.69; -0.71
62540560.883000; 1.10; 1.69; -0.71
62554822.171000; 1.10; 1.69; -0.71
62571968.307000; 1.10; 1.69; -0.71
62594950.124000; 1.10; 1.69; -0.71
62602877.017000; 1.10; 1.69; -0.71
62619374.448000; 1.10; 1.69; -0.71
62636054.501000; 1.10; 1.69; -0.71
62652096.316000; 1.10; 1.69; -0.71
62668658.228000; 1.10; 1.69; -0.71
62685524.002000; 1.10; 1.69; -0.71
62698851.591000; 1.10; 1.69; -0.71
62714934.709000; 1.10; 1.69; -0.71
62732383.333000; 1.10; 1.69; -0.71
62746914.152000; 1.10; 1.69; -0.71
62764110.322000; 1.10; 1.69; -0.71
62778760.277000; 1.10; 1.69; -0.71
62794987.363000; 1.10; 1.69; -0.71
62814087.629000; 1.10; 1.69; -0.71
62828296.968000; 1.10; 1.69; -0.71
62842880.929000; 1.10; 1.69; -0.71
62859181.913000; 1.10; 1.69; -0.71
62875369.135000; 1.10; 1.69; -0.71
62892034.740000; 1.10; 1.69; -0.71
62907962.616000; 1.10; 1.69; -0.71
62923045.412000; 1.10; 1.69; -0.71
62940897.140000; 1.10; 1.69; -0.71
62954791.519000; 1.10; 1.69; -0.71
62970898.291000; 1.10; 1.69; -0.71
62987945.462000; 1.10; 1.69; -0.71
63004162.108000; 1.10; 1.69; -0.71
63018872.228000; 1.10; 1.69; -0.71
63035367.428000; 1.10; 1.69; -0.71
63050806.198000; 1.10; 1.69; -0.71
63068058.910000; 1.10; 1.69; -0.71
63083944.293000; 1.10; 1.69; -0.71
63100761.696000; 1.10; 1.69; -0.71
63114917.911000; 1.10; 1.69; -0.71
63132369.438000; 1.10; 1.69; -0.71
63148240.725000; 1.10; 1.69; -0.71
63164169.497000; 1.10; 1.69; -0.71
63180496.823000; 1.10; 1.69; -0.71
63194802.264000; 1.10; 1.69; -0.71
63210913.867000; 1.10; 1.69; -0.71
63226828.127000; 1.10; 1.69; -0.71
63242885.093000; 1.10; 1.69; -0.71
63259086.813000; 1.10; 1.69; -0.71
63276437.934000; 1.10; 1.69; -0.71
63290847.760000; 1.10; 1.69; -0.71
63308009.614000; 1.10; 1.69; -0.71
63322883.961000; 1.10; 1.69; -0.71
63338801.555000; 1.10; 1.69; -0.71
63354882.068000; 1.10; 1.69; -0.71
63372582.209000; 1.10; 1.69; -0.71
63386862.097000; 1.10; 1.69; -0.71
63404147.981000; 1.10; 1.69; -0.71
63418780.048000; 1.10; 1.69; -0.71
63434860.545000; 1.10; 1.69; -0.71
63450805.646000; 1.10; 1.69; -0.71
63466809.931000; 1.10; 1.69; -0.71
63484006.308000; 1.10; 1.69; -0.71
63498835.689000; 1.10; 1.69; -0.71
63516875.930000; 1.10; 1.69; -0.71
63530805.330000; 1.10; 1.69; -0.71
63548740.135000; 1.10; 1.69; -0.71
63562845.412000; 1.10; 1.69; -0.71
63578841.468000; 1.10; 1.69; -0.71
63595893.194000; 1.10; 1.69; -0.71
63611927.973000; 1.10; 1.69; -0.71
63626880.500000; 1.10; 1.69; -0.71
63644074.794000; 1.10; 1.69; -0.71
63661233.267000; 1.10; 1.69; -0.71
63675127.344000; 1.10; 1.69; -0.71
63692078.619000; 1.10; 1.69; -0.71
63706836.041000; 1.10; 1.69; -0.71
63722787.250000; 1.10; 1.69; -0.71
63739001.482000; 1.10; 1.69; -0.71
63755947.410000; 1.10; 1.69; -0.71
63772673.477000; 1.10; 1.69; -0.71
63787136.031000; 1.10; 1.69; -0.71
63803854.662000; 1.10; 1.69; -0.71
63820722.170000; 1.10; 1.69; -0.71
63837011.934000; 1.10; 1.69; -0.71
63851157.188000; 1.10; 1.69; -0.71
63869171.793000; 1.10; 1.69; -0.71
63882814.365000; 1.10; 1.69; -0.71
63900772.165000; 1.10; 1.69; -0.71
63915709.988000; 1.10; 1.69; -0.71
63931637.151000; 1.10; 1.69; -0.71
63948112.114000; 1.10; 1.69; -0.71
63964923.694000; 1.10; 1.69; -0.71
63978790.635000; 1.10; 1.69; -0.71
63994856.270000; 1.10; 1.69; -0.71
64011528.532000; 1.10; 1.69; -0.71
64026781.802000; 1.10; 1.69; -0.71
64043908.926000; 1.10; 1.69; -0.71
64060302.533000; 1.10; 1.69; -0.71
64074804.831000; 1.10; 1.69; -0.71
64090985.347000; 1.10; 1.69; -0.71
64107265.333000; 1.10; 1.69; -0.71
64124359.163000; 1.10; 1.69; -0.71
64139998.213000; 1.10; 1.69; -0.71
64154848.605000; 1.10; 1.69; -0.71
64170896.224000; 1.10; 1.69; -0.71
64186863.598000; 1.10; 1.69; -0.71
64202865.438000; 1.10; 1.69; -0.71
64219189.622000; 1.10; 1.69; -0.71
64236421.246000; 1.10; 1.69; -0.71
64252847.400000; 1.10; 1.69; -0.71
64266804.883000; 1.10; 1.69; -0.71
64283639.498000; 1.10; 1.69; -0.71
64299994.553000; 1.10; 1.69; -0.71
64314908.878000; 1.10; 1.69; -0.71
64330948.760000; 1.10; 1.69; -0.71
64349292.287000; 1.10; 1.69; -0.71
64363020.077000; 1.10; 1.69; -0.71
64379217.190000; 1.10; 1.69; -0.71
64397203.417000; 1.10; 1.69; -0.71
64411322.227000; 1.10; 1.69; -0.71
64428095.923000; 1.10; 1.69; -0.71
64442868.441000; 1.10; 1.69; -0.71
64459564.328000; 1.10; 1.69; -0.71
64474866.191000; 1.10; 1.69; -0.71
64491025.225000; 1.10; 1.69; -0.71
64508050.135000; 1.10; 1.69; -0.71
64522808.240000; 1.10; 1.69; -0.71
64538857.340000; 1.10; 1.69; -0.71
64554870.984000; 1.10; 1.69; -0.71
64571626.465000; 1.10; 1.69; -0.71
64601634.406000; 1.10; 1.69; -0.71
64605216.394000; 1.10; 1.69; -0.71
64618848.722000; 1.10; 1.69; -0.71
64635874.111000; 1.10; 1.69; -0.71
64652100.916000; 1.10; 1.69; -0.71
64668668.496000; 1.10; 1.69; -0.71
64682801.499000; 1.10; 1.69; -0.71
64699290.727000; 1.10; 1.69; -0.71
64715391.576000; 1.10; 1.69; -0.71
64733373.874000; 1.10; 1.69; -0.71
64747690.769000; 1.10; 1.69; -0.71
64762807.371000; 1.10; 1.69; -0.71
64778888.340000; 1.10; 1.69; -0.71
64795794.708000; 1.10; 1.69; -0.71
64812652.523000; 1.10; 1.69; -0.71
64828618.261000; 1.10; 1.69; -0.71
64842909.593000; 1.10; 1.69; -0.71
64859452.707000; 1.10; 1.69; -0.71
64875828.547000; 1.10; 1.69; -0.71
64892667.301000; 1.10; 1.69; -0.71
64906773.441000; 1.10; 1.69; -0.71
64924570.862000; 1.10; 1.69; -0.71
64938848.309000; 1.10; 1.69; -0.71
64956022.733000; 1.10; 1.69; -0.71
64973052.890000; 1.10; 1.69; -0.71
64987018.698000; 1.10; 1.69; -0.71
65004383.062000; 1.10; 1.69; -0.71
65018855.557000; 1.10; 1.69; -0.71
65034970.935000; 1.10; 1.69; -0.71
65052417.179000; 1.10; 1.69; -0.71
65066865.989000; 1.10; 1.69; -0.71
65082970.239000; 1.10; 1.69; -0.71
65099107.498000; 1.10; 1.69; -0.71
65116044.577000; 1.10; 1.69; -0.71
65130769.125000; 1.10; 1.69; -0.71
65146829.231000; 1.10; 1.69; -0.71
65163418.413000; 1.10; 1.69; -0.71
65180436.739000; 1.10; 1.69; -0.71
65194809.861000; 1.10; 1.69; -0.71
65210908.984000; 1.10; 1.69; -0.71
65227932.183000; 1.10; 1.69; -0.71
65243882.108000; 1.10; 1.69; -0.71
65260355.077000; 1.10; 1.69; -0.71
65277432.514000; 1.10; 1.69; -0.71
65290818.814000; 1.10; 1.69; -0.71
65308465.390000; 1.10; 1.69; -0.71
65322801.695000; 1.10; 1.69; -0.71
65339594.463000; 1.10; 1.69; -0.71
65354874.336000; 1.10; 1.69; -0.71
65371378.526000; 1.10; 1.69; -0.71
65386844.771000; 1.10; 1.69; -0.71
65403693.045000; 1.10; 1.69; -0.71
65418844.314000; 1.10; 1.69; -0.71
65437379.531000; 1.10; 1.69; -0.71
65453310.809000; 1.10; 1.69; -0.71
65467052.800000; 1.10; 1.69; -0.71
65483960.535000; 1.10; 1.69; -0.71
65498889.754000; 1.10; 1.69; -0.71
65516607.917000; 1.10; 1.69; -0.71
65530839.899000; 1.10; 1.69; -0.71
65547150.822000; 1.10; 1.69; -0.71
65563943.207000; 1.10; 1.69; -0.71
65579942.228000; 1.10; 1.69; -0.71
65595253.758000; 1.10; 1.69; -0.71
65610836.613000; 1.10; 1.69; -0.71
65628357.921000; 1.10; 1.69; -0.71
65644327.944000; 1.10; 1.69; -0.71
65662814.979000; 1.10; 1.69; -0.71
65674923.403000; 1.10; 1.69; -0.71
65691073.898000; 1.10; 1.69; -0.71
65708185.997000; 1.10; 1.69; -0.71
65722839.577000; 1.10; 1.69; -0.71
65740383.865000; 1.10; 1.69; -0.71
65754808.319000; 1.10; 1.69; -0.71
65771236.378000; 1.10; 1.69; -0.71
65787891.531000; 1.10; 1.69; -0.71
65819782.074000; 1.10; 1.69; -0.71
65823059.536000; 1.10; 1.69; -0.71
65834801.405000; 1.10; 1.69; -0.71
65850850.605000; 1.10; 1.69; -0.71
65868585.223000; 1.10; 1.69; -0.71
65884936.134000; 1.10; 1.69; -0.71
65898779.738000; 1.10; 1.69; -0.71
65916639.616000; 1.10; 1.69; -0.71
65930797.986000; 1.10; 1.69; -0.71
65946828.224000; 1.10; 1.69; -0.71
65963089.989000; 1.10; 1.69; -0.71
65979159.426000; 1.10; 1.69; -0.71
65994847.107000; 1.10; 1.69; -0.71
66011716.636000; 1.10; 1.69; -0.71
66028177.650000; 1.10; 1.69; -0.71
66042843.220000; 1.10; 1.69; -0.71
66059911.516000; 1.10; 1.69; -0.71
66076629.156000; 1.10; 1.69; -0.71
66090842.661000; 1.10; 1.69; -0.71
66107986.629000; 1.10; 1.69; -0.71
66122761.425000; 1.10; 1.69; -0.71
66139074.084000; 1.10; 1.69; -0.71
66155941.724000; 1.10; 1.69; -0.71
66172806.520000; 1.10; 1.69; -0.71
66186831.632000; 1.10; 1.69; -0.71
66202826.810000; 1.10; 1.69; -0.71
66219579.168000; 1.10; 1.69; -0.71
66236204.512000; 1.10; 1.69; -0.71
66252889.145000; 1.10; 1.69; -0.71
66266830.582000; 1.10; 1.69; -0.71
66283991.547000; 1.10; 1.69; -0.71
66300162.837000; 1.10; 1.69; -0.71
66314922.347000; 1.10; 1.69; -0.71
66333470.586000; 1.10; 1.69; -0.71
66348384.809000; 1.10; 1.69; -0.71
66362824.256000; 1.10; 1.69; -0.71
66379134.983000; 1.10; 1.69; -0.71
66396049.916000; 1.10; 1.69; -0.71
66412390.323000; 1.10; 1.69; -0.71
66426925.628000; 1.10; 1.69; -0.71
66444692.586000; 1.10; 1.69; -0.71
66464503.318000; 1.10; 1.69; -0.71
66475020.966000; 1.10; 1.69; -0.71
66491004.916000; 1.10; 1.69; -0.71
66507146.232000; 1.10; 1.69; -0.71
66522927.050000; 1.10; 1.69; -0.71
66538931.044000; 1.10; 1.69; -0.71
66555779.262000; 1.10; 1.69; -0.71
66570959.404000; 1.10; 1.69; -0.71
66587189.149000; 1.10; 1.69; -0.71
66604578.521000; 1.10; 1.69; -0.71
66618830.867000; 1.10; 1.69; -0.71
66636876.574000; 1.10; 1.69; -0.71
66650811.280000; 1.10; 1.69; -0.71
66666998.548000; 1.10; 1.69; -0.71
66682964.885000; 1.10; 1.69; -0.71
66699877.221000; 1.10; 1.69; -0.71
66714823.260000; 1.10; 1.69; -0.71
66731528.848000; 1.10; 1.69; -0.71
66760151.077000; 1.10; 1.69; -0.71
66763588.305000; 1.10; 1.69; -0.71
66779860.759000; 1.10; 1.69; -0.71
66797243.558000; 1.10; 1.69; -0.71
66811641.999000; 1.10; 1.69; -0.71
66833713.599000; 1.10; 1.69; -0.71
66843399.272000; 1.10; 1.69; -0.71
66859579.465000; 1.10; 1.69; -0.71
66874837.775000; 1.10; 1.69; -0.71
66891921.588000; 1.10; 1.69; -0.71
66908229.982000; 1.10; 1.69; -0.71
66924542.747000; 1.10; 1.69; -0.71
66938968.136000; 1.10; 1.69; -0.71
66954764.092000; 1.10; 1.69; -0.71
66971758.923000; 1.10; 1.69; -0.71
66986800.906000; 1.10; 1.69; -0.71
67004021.414000; 1.10; 1.69; -0.71
67020438.545000; 1.10; 1.69; -0.71
67036640.381000; 1.10; 1.69; -0.71
67053177.781000; 1.10; 1.69; -0.71
67066784.701000; 1.10; 1.69; -0.71
67084472.473000; 1.10; 1.69; -0.71
67101027.960000; 1.10; 1.69; -0.71
67114814.393000; 1.10; 1.69; -0.71
67131279.879000; 1.10; 1.69; -0.71
67147675.198000; 1.10; 1.69; -0.71
67164821.362000; 1.10; 1.69; -0.71
67181490.255000; 1.10; 1.69; -0.71
67195338.396000; 1.10; 1.69; -0.71
67212896.753000; 1.10; 1.69; -0.71
67226815.575000; 1.10; 1.69; -0.71
67243023.513000; 1.10; 1.69; -0.71
67258891.934000; 1.10; 1.69; -0.71
67276015.328000; 1.10; 1.69; -0.71
67293069.048000; 1.10; 1.69; -0.71
67307358.152000; 1.10; 1.69; -0.71
67323165.027000; 1.10; 1.69; -0.71
67340722.914000; 1.10; 1.69; -0.71
67355377.197000; 1.10; 1.69; -0.71
67372931.418000; 1.10; 1.69; -0.71
67387900.503000; 1.10; 1.69; -0.71
67405493.587000; 1.10; 1.69; -0.71
67419036.529000; 1.10; 1.69; -0.71
67435481.869000; 1.10; 1.69; -0.71
67455364.668000; 1.10; 1.69; -0.71
67466866.108000; 1.10; 1.69; -0.71
67484068.890000; 1.10; 1.69; -0.71
67506073.907000; 1.10; 1.69; -0.71
67516159.195000; 1.10; 1.69; -0.71
67531017.628000; 1.10; 1.69; -0.71
67548415.654000; 1.10; 1.69; -0.71
67565285.450000; 1.10; 1.69; -0.71
67582464.349000; 1.10; 1.69; -0.71
67595741.597000; 1.10; 1.69; -0.71
67612389.922000; 1.10; 1.69; -0.71
67628735.016000; 1.10; 1.69; -0.71
67642833.340000; 1.10; 1.69; -0.71
67658859.960000; 1.10; 1.69; -0.71
67675922.769000; 1.10; 1.69; -0.71
67693470.430000; 1.10; 1.69; -0.71
67707010.153000; 1.10; 1.69; -0.71
67723517.902000; 1.10; 1.69; -0.71
67738838.878000; 1.10; 1.69; -0.71
67755596.605000; 1.10; 1.69; -0.71
67772934.963000; 1.10; 1.69; -0.71
67786803.573000; 1.10; 1.69; -0.71
67804013.989000; 1.10; 1.69; -0.71
67820472.356000; 1.10; 1.69; -0.71
67836730.953000; 1.10; 1.69; -0.71
67850827.778000; 1.10; 1.69; -0.71
67869899.552000; 1.10; 1.69; -0.71
67883144.344000; 1.11; 1.69; -0.71
67898786.228000; 1.13; 1.69; -0.71
67914833.858000; 1.14; 1.69; -0.71
67932551.463000; 1.15; 1.69; -0.71
67946820.908000; 1.16; 1.69; -0.71
67962906.859000; 1.18; 1.69; -0.71
67980883.740000; 1.19; 1.69; -0.71
67995318.121000; 1.20; 1.69; -0.71
68011877.954000; 1.22; 1.69; -0.71
68026833.761000; 1.23; 1.69; -0.71
68042894.177000; 1.24; 1.69; -0.71
68060041.343000; 1.26; 1.69; -0.71
68076212.242000; 1.27; 1.69; -0.71
68092080.436000; 1.28; 1.69; -0.71
68106870.018000; 1.29; 1.69; -0.71
68125602.365000; 1.31; 1.69; -0.71
68138791.751000; 1.32; 1.69; -0.71
68154799.214000; 1.33; 1.69; -0.71
68171010.243000; 1.35; 1.69; -0.71
68187363.916000; 1.36; 1.69; -0.71
68203980.356000; 1.37; 1.69; -0.71
68218780.821000; 1.38; 1.69; -0.71
68234865.746000; 1.40; 1.69; -0.71
68251247.347000; 1.41; 1.69; -0.71
68268533.299000; 1.42; 1.69; -0.71
68284932.992000; 1.44; 1.69; -0.71
68298999.935000; 1.45; 1.69; -0.71
68315906.254000; 1.46; 1.69; -0.71
68332637.379000; 1.47; 1.69; -0.71
68346982.601000; 1.49; 1.69; -0.71
68363163.869000; 1.50; 1.69; -0.71
68380299.977000; 1.51; 1.69; -0.71
68394801.699000; 1.52; 1.69; -0.71
68412050.687000; 1.54; 1.69; -0.71
68428911.346000; 1.55; 1.69; -0.71
68442862.708000; 1.56; 1.69; -0.71
68459820.659000; 1.58; 1.68; -0.71
68474917.447000; 1.59; 1.68; -0.71
68492100.882000; 1.60; 1.68; -0.71
68506880.954000; 1.61; 1.68; -0.71
68523898.414000; 1.63; 1.68; -0.71
68540915.622000; 1.64; 1.68; -0.71
68555153.577000; 1.65; 1.68; -0.71
68572076.268000; 1.67; 1.68; -0.71
68591247.586000; 1.68; 1.68; -0.71
68602807.172000; 1.69; 1.68; -0.71
68620601.734000; 1.71; 1.68; -0.71
68634873.126000; 1.72; 1.68; -0.71
68650915.935000; 1.73; 1.68; -0.71
68667346.888000; 1.74; 1.68; -0.71
68684066.763000; 1.76; 1.68; -0.71
68698768.731000; 1.77; 1.68; -0.71
68714829.167000; 1.78; 1.68; -0.71
68730829.745000; 1.79; 1.68; -0.71
68748006.109000; 1.81; 1.68; -0.71
68762809.569000; 1.82; 1.68; -0.71
68779790.550000; 1.83; 1.68; -0.71
68797137.262000; 1.85; 1.68; -0.71
68810951.548000; 1.86; 1.68; -0.71
68827895.986000; 1.87; 1.68; -0.71
68844824.758000; 1.88; 1.68; -0.71
68858854.409000; 1.90; 1.68; -0.71
68874784.381000; 1.91; 1.68; -0.70
68890843.476000; 1.92; 1.68; -0.69
68907487.840000; 1.93; 1.68; -0.67
68922851.989000; 1.94; 1.68; -0.66
68940898.664000; 1.95; 1.68; -0.65
68954894.041000; 1.96; 1.68; -0.64
68970860.397000; 1.97; 1.68; -0.62
68987896.940000; 1.98; 1.68; -0.61
69005302.227000; 1.99; 1.68; -0.60
69018776.671000; 2.00; 1.68; -0.59
69035402.294000; 2.01; 1.68; -0.57
69052205.782000; 2.02; 1.68; -0.56
69068021.646000; 2.03; 1.68; -0.55
69083331.758000; 2.04; 1.68; -0.54
69099717.946000; 2.05; 1.68; -0.52
69114846.614000; 2.06; 1.68; -0.51
69131650.391000; 2.07; 1.68; -0.50
69148743.845000; 2.09; 1.68; -0.48
69162799.379000; 2.09; 1.68; -0.47
69178938.636000; 2.11; 1.68; -0.46
69195304.015000; 2.12; 1.68; -0.45
69212441.678000; 2.13; 1.68; -0.43
69226956.561000; 2.14; 1.68; -0.42
69244279.246000; 2.15; 1.68; -0.41
69258847.846000; 2.16; 1.68; -0.40
69274798.081000; 2.17; 1.68; -0.38
69291636.769000; 2.18; 1.68; -0.37
69309271.481000; 2.19; 1.68; -0.36
69325089.924000; 2.20; 1.68; -0.35
69338762.779000; 2.21; 1.68; -0.33
