Time; Serial.print output 
t; x; y; theta
69355336.301000; 2.22; 1.68; -0.32
69371741.756000; 2.23; 1.68; -0.31
69388896.577000; 2.24; 1.68; -0.29
69403385.848000; 2.25; 1.68; -0.28
69420021.520000; 2.26; 1.68; -0.27
69436001.385000; 2.27; 1.68; -0.26
69452418.225000; 2.28; 1.68; -0.24
69468486.791000; 2.29; 1.68; -0.23
69484468.790000; 2.30; 1.68; -0.22
69499359.991000; 2.31; 1.68; -0.21
69515918.928000; 2.32; 1.68; -0.19
69532117.052000; 2.34; 1.68; -0.18
69548909.052000; 2.35; 1.68; -0.17
69562884.109000; 2.36; 1.68; -0.15
69578895.532000; 2.37; 1.68; -0.14
69595258.317000; 2.38; 1.68; -0.13
69611910.428000; 2.39; 1.68; -0.12
69628134.561000; 2.40; 1.68; -0.10
69644225.447000; 2.41; 1.68; -0.09
69658881.143000; 2.42; 1.68; -0.08
69676152.203000; 2.43; 1.68; -0.07
69690855.324000; 2.44; 1.68; -0.05
69707507.094000; 2.45; 1.68; -0.04
69724763.573000; 2.46; 1.68; -0.03
69738798.752000; 2.47; 1.68; -0.02
69754910.614000; 2.48; 1.68; -0.00
69770808.516000; 2.49; 1.68; 0.01
69787851.667000; 2.50; 1.68; 0.02
69804373.243000; 2.51; 1.68; 0.04
69820267.912000; 2.52; 1.68; 0.05
69836818.111000; 2.53; 1.68; 0.06
69853407.168000; 2.54; 1.68; 0.07
69869650.042000; 2.55; 1.68; 0.08
69882846.319000; 2.55; 1.68; 0.08
69898860.000000; 2.55; 1.68; 0.08
69914914.961000; 2.55; 1.68; 0.08
69930842.202000; 2.55; 1.68; 0.08
69947178.972000; 2.55; 1.68; 0.08
69962833.445000; 2.55; 1.68; 0.08
69978863.275000; 2.55; 1.68; 0.08
69996268.863000; 2.55; 1.68; 0.08
70010800.172000; 2.55; 1.68; 0.08
70028046.766000; 2.55; 1.68; 0.08
70044668.100000; 2.55; 1.68; 0.08
70058805.008000; 2.55; 1.68; 0.08
70075531.464000; 2.55; 1.68; 0.08
70090811.381000; 2.55; 1.68; 0.08
70106794.944000; 2.55; 1.68; 0.08
70124147.587000; 2.55; 1.68; 0.08
70138807.829000; 2.55; 1.68; 0.08
70156129.338000; 2.55; 1.68; 0.08
70170868.762000; 2.55; 1.68; 0.08
70187460.113000; 2.55; 1.68; 0.08
70204137.999000; 2.55; 1.68; 0.08
70220072.311000; 2.55; 1.68; 0.08
70236239.412000; 2.55; 1.68; 0.08
70252580.342000; 2.55; 1.68; 0.08
70269494.260000; 2.55; 1.68; 0.08
70283498.473000; 2.55; 1.68; 0.08
70298784.325000; 2.55; 1.68; 0.08
70315381.899000; 2.55; 1.68; 0.08
70332754.074000; 2.55; 1.68; 0.08
70346840.399000; 2.55; 1.68; 0.08
70362943.973000; 2.55; 1.68; 0.08
70379161.545000; 2.55; 1.68; 0.08
70396405.037000; 2.55; 1.68; 0.08
70411089.977000; 2.55; 1.68; 0.08
70427966.833000; 2.55; 1.68; 0.08
70442893.844000; 2.55; 1.68; 0.08
70463586.094000; 2.55; 1.68; 0.08
70474847.761000; 2.55; 1.68; 0.08
70492901.233000; 2.55; 1.68; 0.08
70508104.925000; 2.55; 1.68; 0.08
70525783.725000; 2.55; 1.68; 0.08
70539039.229000; 2.55; 1.68; 0.08
70557473.782000; 2.55; 1.68; 0.08
70570962.088000; 2.55; 1.68; 0.08
70599345.834000; 2.55; 1.68; 0.08
70607551.506000; 2.55; 1.68; 0.08
70645638.895000; 2.55; 1.68; 0.08
70654693.803000; 2.55; 1.68; 0.08
70671399.257000; 2.55; 1.68; 0.08
70685676.976000; 2.55; 1.68; 0.08
70701939.971000; 2.55; 1.68; 0.08
70719014.682000; 2.55; 1.68; 0.08
70735126.299000; 2.55; 1.68; 0.08
70749652.336000; 2.55; 1.68; 0.08
70765725.355000; 2.55; 1.68; 0.08
70782088.783000; 2.55; 1.68; 0.08
70798027.520000; 2.55; 1.68; 0.08
70814846.256000; 2.55; 1.68; 0.08
70831456.834000; 2.55; 1.68; 0.08
70845829.988000; 2.55; 1.68; 0.08
70862288.647000; 2.55; 1.68; 0.08
70878079.897000; 2.55; 1.68; 0.08
70893914.224000; 2.55; 1.68; 0.08
70911777.766000; 2.55; 1.68; 0.08
70925790.764000; 2.55; 1.68; 0.08
70942826.390000; 2.55; 1.68; 0.08
70958925.854000; 2.55; 1.68; 0.08
70975650.621000; 2.55; 1.68; 0.08
70989613.739000; 2.55; 1.68; 0.08
71005709.821000; 2.55; 1.68; 0.08
71022190.357000; 2.55; 1.68; 0.08
71037700.036000; 2.55; 1.68; 0.08
71054588.337000; 2.55; 1.68; 0.08
71069647.001000; 2.55; 1.68; 0.08
71086240.475000; 2.55; 1.68; 0.08
71101672.307000; 2.55; 1.68; 0.08
71117692.072000; 2.55; 1.68; 0.08
71135863.967000; 2.55; 1.68; 0.08
71149805.319000; 2.55; 1.68; 0.08
71166749.818000; 2.55; 1.68; 0.08
71181672.765000; 2.55; 1.68; 0.08
71198198.992000; 2.55; 1.68; 0.08
71214979.311000; 2.55; 1.68; 0.08
71229671.372000; 2.55; 1.68; 0.08
71246874.704000; 2.55; 1.68; 0.08
71263391.067000; 2.55; 1.68; 0.08
71277714.922000; 2.55; 1.68; 0.08
71295624.086000; 2.55; 1.68; 0.08
71309622.763000; 2.55; 1.68; 0.08
71327463.033000; 2.55; 1.68; 0.08
71341658.701000; 2.55; 1.68; 0.08
71358737.487000; 2.55; 1.68; 0.08
71374522.303000; 2.55; 1.68; 0.08
71392629.470000; 2.55; 1.68; 0.08
71405921.784000; 2.55; 1.68; 0.08
71422625.866000; 2.55; 1.68; 0.08
71437845.951000; 2.55; 1.68; 0.08
71455714.330000; 2.55; 1.68; 0.08
71478994.126000; 2.55; 1.68; 0.08
71485940.380000; 2.55; 1.68; 0.08
71501856.065000; 2.55; 1.68; 0.08
71518732.030000; 2.55; 1.68; 0.08
71533717.462000; 2.55; 1.68; 0.08
71551737.932000; 2.55; 1.68; 0.08
71565875.310000; 2.55; 1.68; 0.08
71582576.856000; 2.55; 1.68; 0.08
71600981.316000; 2.55; 1.68; 0.08
71615016.217000; 2.55; 1.68; 0.08
71629671.670000; 2.55; 1.68; 0.08
71645726.701000; 2.55; 1.68; 0.08
71661817.014000; 2.55; 1.68; 0.08
71678148.180000; 2.55; 1.68; 0.08
71694378.982000; 2.55; 1.68; 0.08
71709717.030000; 2.55; 1.68; 0.08
71727651.051000; 2.55; 1.68; 0.08
71741654.412000; 2.55; 1.68; 0.08
71759050.284000; 2.55; 1.68; 0.08
71775257.184000; 2.55; 1.68; 0.08
71791213.494000; 2.55; 1.68; 0.08
71805662.481000; 2.55; 1.68; 0.08
71822697.532000; 2.55; 1.68; 0.08
71839236.352000; 2.55; 1.68; 0.08
71856374.017000; 2.55; 1.68; 0.08
71869685.306000; 2.55; 1.68; 0.08
71886073.654000; 2.55; 1.68; 0.08
71903661.913000; 2.55; 1.68; 0.08
71917689.842000; 2.55; 1.68; 0.08
71934712.171000; 2.55; 1.68; 0.08
71949749.450000; 2.55; 1.68; 0.08
71967656.050000; 2.55; 1.68; 0.08
71981688.933000; 2.55; 1.68; 0.08
71998004.490000; 2.55; 1.68; 0.08
72014834.585000; 2.55; 1.68; 0.08
72029657.026000; 2.55; 1.68; 0.08
72045690.055000; 2.55; 1.68; 0.08
72061927.400000; 2.55; 1.68; 0.08
72079042.900000; 2.55; 1.68; 0.08
72094844.748000; 2.55; 1.68; 0.08
72109959.205000; 2.55; 1.68; 0.08
72126824.179000; 2.55; 1.68; 0.08
72142839.345000; 2.55; 1.68; 0.08
72160101.975000; 2.55; 1.68; 0.08
72173779.249000; 2.55; 1.68; 0.08
72190295.565000; 2.55; 1.68; 0.08
72207199.885000; 2.55; 1.68; 0.08
72221663.785000; 2.55; 1.68; 0.08
72238493.254000; 2.55; 1.68; 0.08
72255755.154000; 2.55; 1.68; 0.08
72272133.965000; 2.55; 1.68; 0.08
72285717.263000; 2.55; 1.68; 0.08
72302151.017000; 2.55; 1.68; 0.08
72319181.246000; 2.55; 1.68; 0.08
72334242.820000; 2.55; 1.68; 0.08
72365399.502000; 2.55; 1.68; 0.08
72368631.088000; 2.55; 1.68; 0.08
72381795.704000; 2.55; 1.68; 0.08
72399578.022000; 2.55; 1.68; 0.08
72413730.312000; 2.55; 1.68; 0.08
72429737.277000; 2.55; 1.68; 0.08
72445795.656000; 2.55; 1.68; 0.08
72464455.667000; 2.55; 1.68; 0.08
72484700.526000; 2.55; 1.68; 0.08
72495153.900000; 2.55; 1.68; 0.08
72510129.916000; 2.55; 1.68; 0.08
72526806.426000; 2.55; 1.68; 0.08
72541670.667000; 2.55; 1.68; 0.08
72559190.398000; 2.55; 1.68; 0.08
72573676.727000; 2.55; 1.68; 0.08
72590878.379000; 2.55; 1.68; 0.08
72610993.904000; 2.55; 1.68; 0.08
72623110.006000; 2.55; 1.68; 0.08
72640088.513000; 2.55; 1.68; 0.08
72653721.550000; 2.55; 1.68; 0.08
72670606.456000; 2.55; 1.68; 0.08
72685682.040000; 2.55; 1.68; 0.08
72702762.469000; 2.55; 1.68; 0.08
72719516.460000; 2.55; 1.68; 0.08
72733697.906000; 2.55; 1.68; 0.08
72752159.996000; 2.55; 1.68; 0.08
72766058.195000; 2.55; 1.68; 0.08
72782789.718000; 2.55; 1.68; 0.08
72799351.163000; 2.55; 1.68; 0.08
72815734.461000; 2.55; 1.68; 0.08
72829641.035000; 2.55; 1.68; 0.08
72845652.406000; 2.55; 1.68; 0.08
72862979.289000; 2.55; 1.68; 0.08
72879420.989000; 2.55; 1.68; 0.08
72895227.038000; 2.55; 1.68; 0.08
72910918.384000; 2.55; 1.68; 0.08
72927020.274000; 2.55; 1.68; 0.08
72943681.506000; 2.55; 1.68; 0.08
72957647.154000; 2.55; 1.68; 0.08
72974959.965000; 2.55; 1.68; 0.08
72989700.611000; 2.55; 1.68; 0.08
73005726.746000; 2.55; 1.68; 0.08
73022983.722000; 2.55; 1.68; 0.08
73038790.454000; 2.55; 1.68; 0.08
73055569.170000; 2.55; 1.68; 0.08
73071577.901000; 2.55; 1.68; 0.08
73085681.816000; 2.55; 1.68; 0.08
73102953.493000; 2.55; 1.68; 0.08
73118878.044000; 2.55; 1.68; 0.08
73136187.720000; 2.55; 1.68; 0.08
73150479.039000; 2.55; 1.68; 0.08
73166251.288000; 2.55; 1.68; 0.08
73182667.124000; 2.55; 1.68; 0.08
73199639.359000; 2.55; 1.68; 0.08
73213644.228000; 2.55; 1.68; 0.08
73230249.968000; 2.55; 1.68; 0.08
73246590.304000; 2.55; 1.68; 0.08
73262804.863000; 2.55; 1.68; 0.08
73278932.413000; 2.55; 1.68; 0.08
73293627.076000; 2.55; 1.68; 0.08
73310742.483000; 2.55; 1.68; 0.08
73332534.939000; 2.55; 1.68; 0.08
73352905.496000; 2.55; 1.68; 0.08
73359900.152000; 2.55; 1.68; 0.08
73375629.299000; 2.55; 1.68; 0.08
73392402.954000; 2.55; 1.68; 0.08
73405733.543000; 2.55; 1.68; 0.08
73423160.126000; 2.55; 1.68; 0.08
73439638.991000; 2.55; 1.68; 0.08
73453674.355000; 2.55; 1.68; 0.08
73469751.859000; 2.55; 1.68; 0.08
73487199.486000; 2.55; 1.68; 0.08
73501726.967000; 2.55; 1.68; 0.08
73518050.237000; 2.55; 1.68; 0.08
73534956.758000; 2.55; 1.68; 0.08
73549663.834000; 2.55; 1.68; 0.08
73567255.890000; 2.55; 1.68; 0.08
73584334.724000; 2.55; 1.68; 0.08
73601433.072000; 2.55; 1.68; 0.08
73615300.963000; 2.55; 1.68; 0.08
73629713.716000; 2.55; 1.68; 0.08
73646412.627000; 2.55; 1.68; 0.08
73661631.324000; 2.55; 1.68; 0.08
73679219.897000; 2.55; 1.68; 0.08
73695658.467000; 2.55; 1.68; 0.08
73709772.079000; 2.55; 1.68; 0.08
73726283.446000; 2.55; 1.68; 0.08
73742524.590000; 2.55; 1.68; 0.08
73759911.195000; 2.55; 1.68; 0.08
73773674.182000; 2.55; 1.68; 0.08
73790963.652000; 2.55; 1.68; 0.08
73807563.944000; 2.55; 1.68; 0.08
73821642.745000; 2.55; 1.68; 0.08
73838789.540000; 2.55; 1.68; 0.08
73854850.579000; 2.55; 1.68; 0.08
73871563.776000; 2.55; 1.68; 0.08
73885710.173000; 2.55; 1.68; 0.08
73902243.651000; 2.55; 1.68; 0.08
73918763.614000; 2.55; 1.68; 0.08
73933704.707000; 2.55; 1.68; 0.08
73950391.530000; 2.55; 1.68; 0.08
73965705.833000; 2.55; 1.68; 0.08
73982786.084000; 2.55; 1.68; 0.08
73999567.571000; 2.55; 1.68; 0.08
74013709.519000; 2.55; 1.68; 0.08
74031212.305000; 2.55; 1.68; 0.08
74045772.446000; 2.55; 1.68; 0.08
74062533.556000; 2.55; 1.68; 0.08
74077649.961000; 2.55; 1.68; 0.08
74094811.296000; 2.55; 1.68; 0.08
74109658.850000; 2.55; 1.68; 0.08
74126056.864000; 2.55; 1.68; 0.08
74143161.061000; 2.55; 1.68; 0.08
74159410.961000; 2.55; 1.68; 0.08
74173659.681000; 2.55; 1.68; 0.08
74190091.428000; 2.55; 1.68; 0.08
74206420.858000; 2.55; 1.68; 0.08
74223014.042000; 2.55; 1.68; 0.08
74237675.182000; 2.55; 1.68; 0.08
74256214.714000; 2.55; 1.68; 0.08
74269982.385000; 2.55; 1.68; 0.08
74286795.636000; 2.55; 1.68; 0.08
74301704.840000; 2.55; 1.68; 0.08
74318029.903000; 2.55; 1.68; 0.08
74333720.493000; 2.55; 1.68; 0.08
74351922.586000; 2.55; 1.68; 0.08
74366146.265000; 2.55; 1.68; 0.08
74382812.879000; 2.55; 1.68; 0.08
74397658.830000; 2.55; 1.68; 0.08
74415443.204000; 2.55; 1.68; 0.08
74431940.546000; 2.55; 1.68; 0.08
74445763.445000; 2.55; 1.68; 0.08
74463498.363000; 2.55; 1.68; 0.08
74478507.499000; 2.55; 1.68; 0.08
74494532.663000; 2.55; 1.68; 0.08
74510901.848000; 2.55; 1.68; 0.08
74528630.102000; 2.55; 1.68; 0.08
74542167.903000; 2.55; 1.68; 0.08
74557687.092000; 2.55; 1.68; 0.08
74573726.203000; 2.55; 1.68; 0.08
74590615.031000; 2.55; 1.68; 0.08
74623309.996000; 2.55; 1.68; 0.08
74626391.802000; 2.55; 1.68; 0.08
74639080.964000; 2.55; 1.68; 0.08
74655366.556000; 2.55; 1.68; 0.08
74669660.458000; 2.55; 1.68; 0.08
74685693.521000; 2.55; 1.68; 0.08
74702537.454000; 2.55; 1.68; 0.08
74719904.973000; 2.55; 1.68; 0.08
74733663.971000; 2.55; 1.68; 0.08
74750247.354000; 2.55; 1.68; 0.08
74766402.165000; 2.55; 1.68; 0.08
74783641.948000; 2.55; 1.68; 0.08
74797659.277000; 2.55; 1.68; 0.08
74818969.573000; 2.55; 1.68; 0.08
74832372.561000; 2.55; 1.68; 0.08
74851715.659000; 2.55; 1.68; 0.08
74861886.717000; 2.55; 1.68; 0.08
74878095.509000; 2.55; 1.68; 0.08
74893688.663000; 2.55; 1.68; 0.08
74910172.980000; 2.55; 1.68; 0.08
74926766.457000; 2.55; 1.68; 0.08
74944104.621000; 2.55; 1.68; 0.08
74957669.281000; 2.55; 1.68; 0.08
74974799.859000; 2.55; 1.68; 0.08
74991942.998000; 2.55; 1.68; 0.08
75006217.276000; 2.55; 1.68; 0.08
75022250.220000; 2.55; 1.68; 0.08
75039068.599000; 2.55; 1.68; 0.08
75055761.049000; 2.55; 1.68; 0.08
75069777.015000; 2.55; 1.68; 0.08
75085662.479000; 2.55; 1.68; 0.08
75102004.682000; 2.55; 1.68; 0.08
75119435.057000; 2.55; 1.68; 0.08
75133658.986000; 2.55; 1.68; 0.08
75149906.024000; 2.55; 1.68; 0.08
75166690.276000; 2.55; 1.68; 0.08
75185078.876000; 2.55; 1.68; 0.08
75197748.825000; 2.55; 1.68; 0.08
75214570.054000; 2.55; 1.68; 0.08
75231478.395000; 2.55; 1.68; 0.08
75245722.247000; 2.55; 1.68; 0.08
75264240.809000; 2.55; 1.68; 0.08
75279620.614000; 2.55; 1.68; 0.08
75293790.086000; 2.55; 1.68; 0.08
75310056.831000; 2.55; 1.68; 0.08
75328380.413000; 2.55; 1.68; 0.08
75342003.727000; 2.55; 1.68; 0.08
75359208.921000; 2.55; 1.68; 0.08
75373691.337000; 2.55; 1.68; 0.08
75389701.824000; 2.55; 1.68; 0.08
75405715.111000; 2.55; 1.68; 0.08
75423169.190000; 2.55; 1.68; 0.08
75437655.636000; 2.55; 1.68; 0.08
75456189.939000; 2.55; 1.68; 0.08
75469667.361000; 2.55; 1.68; 0.08
75486506.459000; 2.55; 1.68; 0.08
75502966.393000; 2.55; 1.68; 0.08
75519393.273000; 2.55; 1.68; 0.08
75533772.961000; 2.55; 1.68; 0.08
75550090.299000; 2.55; 1.68; 0.08
75566959.557000; 2.55; 1.68; 0.08
75581690.091000; 2.55; 1.68; 0.08
75598924.417000; 2.55; 1.68; 0.08
75616148.911000; 2.55; 1.68; 0.08
75629668.205000; 2.55; 1.68; 0.08
75645710.939000; 2.55; 1.68; 0.08
75662158.529000; 2.55; 1.68; 0.08
75677661.629000; 2.55; 1.68; 0.08
75693725.962000; 2.55; 1.68; 0.08
75709692.390000; 2.55; 1.68; 0.08
75726807.487000; 2.55; 1.68; 0.08
75743302.344000; 2.55; 1.68; 0.08
75757678.585000; 2.55; 1.68; 0.08
75773843.734000; 2.55; 1.68; 0.08
75790389.464000; 2.55; 1.68; 0.08
75805650.164000; 2.55; 1.68; 0.08
75822167.304000; 2.55; 1.68; 0.08
75838893.506000; 2.55; 1.68; 0.08
75853805.072000; 2.55; 1.68; 0.08
75869707.332000; 2.55; 1.68; -0.36
75886162.659000; 2.55; 1.68; -1.89
75903551.538000; 2.55; 1.68; -3.46
75917631.225000; 2.55; 1.68; -4.65
75935233.505000; 2.55; 1.68; -6.32
75951392.622000; 2.55; 1.68; -7.75
75968172.360000; 2.55; 1.68; -9.21
75981664.816000; 2.55; 1.68; -10.48
75997696.014000; 2.55; 1.68; -11.96
76013917.342000; 2.55; 1.68; -13.41
76031216.499000; 2.55; 1.68; -14.99
76047780.161000; 2.55; 1.68; -16.49
76061664.850000; 2.55; 1.68; -17.62
76077784.323000; 2.55; 1.68; -19.20
76094911.860000; 2.55; 1.68; -20.74
76110872.596000; 2.55; 1.68; -22.19
76125689.926000; 2.55; 1.68; -23.34
76141715.849000; 2.55; 1.68; -24.95
76159122.529000; 2.55; 1.68; -26.56
76175076.506000; 2.55; 1.68; -27.99
76189724.872000; 2.55; 1.68; -29.30
76205913.872000; 2.55; 1.68; -30.78
76222811.336000; 2.55; 1.68; -32.31
76239036.468000; 2.55; 1.68; -33.78
76255493.459000; 2.55; 1.68; -35.26
76269650.892000; 2.55; 1.68; -36.45
76286581.666000; 2.55; 1.68; -38.07
76303376.393000; 2.55; 1.68; -39.57
76317661.722000; 2.55; 1.68; -40.80
76336469.395000; 2.55; 1.68; -42.58
76351264.084000; 2.55; 1.68; -43.89
76382758.959000; 2.55; 1.68; -46.73
76385868.657000; 2.55; 1.68; -47.00
76399143.415000; 2.55; 1.68; -48.22
76415743.602000; 2.55; 1.68; -49.72
76429792.413000; 2.55; 1.68; -50.99
76447646.385000; 2.55; 1.68; -52.63
76461767.010000; 2.55; 1.68; -53.79
76480260.801000; 2.55; 1.68; -55.57
76494233.016000; 2.55; 1.68; -56.84
76520721.967000; 2.55; 1.68; -58.41
76526253.227000; 2.55; 1.68; -59.74
76542881.517000; 2.55; 1.68; -61.24
76557746.343000; 2.55; 1.68; -62.48
76573781.254000; 2.55; 1.68; -63.94
76591024.516000; 2.55; 1.68; -65.57
76605719.232000; 2.55; 1.68; -66.81
76622876.308000; 2.55; 1.68; -68.47
76639207.343000; 2.55; 1.68; -69.91
76653671.992000; 2.55; 1.68; -71.17
76669712.313000; 2.55; 1.68; -72.70
76686195.597000; 2.55; 1.68; -74.19
76702149.208000; 2.55; 1.68; -75.63
76718796.476000; 2.55; 1.68; -77.13
76735503.317000; 2.55; 1.68; -78.65
76749647.431000; 2.55; 1.68; -79.89
76766776.481000; 2.55; 1.68; -81.47
76783526.225000; 2.55; 1.68; -82.98
76797715.751000; 2.55; 1.68; -84.25
76814027.303000; 2.55; 1.68; -85.73
76830658.527000; 2.55; 1.68; -87.25
76849725.182000; 2.55; 1.68; -88.97
76862729.327000; 2.55; 1.68; -90.13
76878737.905000; 2.54; 1.67; -90.37
76895556.983000; 2.54; 1.66; -90.37
76911662.200000; 2.54; 1.65; -90.37
76925677.255000; 2.54; 1.64; -90.37
76942564.951000; 2.54; 1.62; -90.37
76959317.203000; 2.54; 1.61; -90.37
76976493.374000; 2.54; 1.59; -90.37
76989743.054000; 2.54; 1.58; -90.37
77005655.696000; 2.54; 1.57; -90.37
77023877.895000; 2.54; 1.56; -90.37
77037640.830000; 2.54; 1.55; -90.37
77053794.401000; 2.54; 1.53; -90.37
77070404.608000; 2.54; 1.52; -90.37
77087495.656000; 2.54; 1.51; -90.37
77110957.553000; 2.54; 1.50; -90.37
77117743.466000; 2.54; 1.48; -90.37
77133820.429000; 2.54; 1.47; -90.37
77150846.630000; 2.54; 1.45; -90.37
77165744.408000; 2.54; 1.44; -90.37
77181693.364000; 2.54; 1.43; -90.37
77199313.521000; 2.54; 1.42; -90.37
77215886.250000; 2.54; 1.40; -90.37
77229729.176000; 2.54; 1.39; -90.37
77246734.524000; 2.54; 1.38; -90.37
77261681.135000; 2.54; 1.37; -90.37
77279194.095000; 2.54; 1.35; -90.37
77293913.227000; 2.54; 1.34; -90.37
77310903.818000; 2.54; 1.33; -90.37
77328189.470000; 2.54; 1.31; -90.37
77341811.054000; 2.54; 1.30; -90.37
77358765.634000; 2.54; 1.29; -90.37
77373731.084000; 2.54; 1.28; -90.37
77390385.861000; 2.54; 1.26; -90.37
77406499.351000; 2.54; 1.25; -90.37
77421727.085000; 2.54; 1.24; -90.37
77439054.008000; 2.54; 1.22; -90.37
77453856.028000; 2.54; 1.21; -90.37
77470482.509000; 2.54; 1.20; -90.37
77487712.156000; 2.54; 1.19; -90.37
77501997.244000; 2.54; 1.17; -90.37
77522737.932000; 2.54; 1.16; -90.37
77533705.433000; 2.54; 1.15; -90.37
77550391.849000; 2.54; 1.13; -90.37
77567692.983000; 2.54; 1.12; -90.37
77582027.619000; 2.54; 1.11; -90.37
77599097.020000; 2.54; 1.10; -90.37
77616603.306000; 2.54; 1.08; -90.37
77630627.385000; 2.54; 1.07; -90.37
77646766.834000; 2.54; 1.06; -90.37
77661628.141000; 2.54; 1.05; -90.37
77677819.162000; 2.54; 1.03; -90.37
77693908.740000; 2.54; 1.02; -90.37
77710181.963000; 2.54; 1.01; -90.37
77726195.654000; 2.54; 0.99; -90.37
77741681.161000; 2.54; 0.98; -90.37
77757825.137000; 2.54; 0.97; -90.37
77774799.509000; 2.54; 0.96; -90.37
77791082.725000; 2.54; 0.94; -90.37
77807598.955000; 2.54; 0.93; -90.37
77821654.025000; 2.54; 0.92; -90.37
77839698.231000; 2.54; 0.90; -90.37
77855771.141000; 2.54; 0.89; -90.37
77872009.181000; 2.54; 0.88; -90.35
77888043.269000; 2.54; 0.87; -90.32
77901625.064000; 2.54; 0.86; -90.29
77918964.621000; 2.54; 0.85; -90.26
77935320.080000; 2.54; 0.84; -90.23
77949850.455000; 2.54; 0.83; -90.20
77965775.343000; 2.54; 0.82; -90.17
77981833.180000; 2.54; 0.81; -90.13
77999352.554000; 2.54; 0.79; -90.10
78015881.539000; 2.54; 0.78; -90.07
78029647.008000; 2.54; 0.77; -90.04
78046755.744000; 2.54; 0.76; -90.01
78063196.235000; 2.54; 0.75; -89.97
78077667.034000; 2.54; 0.74; -89.95
78093706.937000; 2.54; 0.73; -89.91
78110443.138000; 2.54; 0.72; -89.88
78127189.718000; 2.54; 0.71; -89.85
78143703.480000; 2.54; 0.70; -89.81
78157704.406000; 2.54; 0.69; -89.79
78173723.442000; 2.54; 0.68; -89.75
78190183.599000; 2.54; 0.67; -89.72
78206959.052000; 2.54; 0.66; -89.69
78222906.253000; 2.54; 0.65; -89.66
78237660.363000; 2.54; 0.64; -89.63
78253634.120000; 2.54; 0.63; -89.60
78270714.601000; 2.54; 0.61; -89.56
78285758.975000; 2.54; 0.61; -89.53
78302371.292000; 2.54; 0.59; -89.50
78319371.597000; 2.54; 0.58; -89.47
78336194.506000; 2.54; 0.57; -89.43
78349802.868000; 2.54; 0.56; -89.41
78368336.333000; 2.54; 0.55; -89.37
78381895.636000; 2.54; 0.54; -89.34
78398011.493000; 2.54; 0.53; -89.31
78413731.534000; 2.54; 0.52; -89.28
78430492.156000; 2.54; 0.51; -89.24
78445771.619000; 2.54; 0.50; -89.22
78461847.782000; 2.54; 0.49; -89.18
78478600.372000; 2.54; 0.48; -89.15
78495223.866000; 2.54; 0.47; -89.12
78511901.348000; 2.54; 0.46; -89.08
78525662.513000; 2.54; 0.45; -89.06
78541713.290000; 2.54; 0.44; -89.03
78557701.039000; 2.54; 0.43; -88.99
78574395.654000; 2.54; 0.41; -88.96
78590891.360000; 2.54; 0.40; -88.93
78607707.436000; 2.54; 0.39; -88.89
78622284.560000; 2.54; 0.38; -88.87
78639868.482000; 2.54; 0.37; -88.83
78653665.438000; 2.54; 0.36; -88.80
78669661.340000; 2.54; 0.35; -88.77
78686777.506000; 2.54; 0.34; -88.74
78703289.004000; 2.54; 0.33; -88.71
78717676.271000; 2.54; 0.32; -88.68
78734408.684000; 2.54; 0.31; -88.64
78749650.635000; 2.55; 0.30; -88.61
78766077.667000; 2.55; 0.29; -88.58
78783371.641000; 2.55; 0.28; -88.55
78797679.573000; 2.55; 0.27; -88.52
78813761.130000; 2.55; 0.26; -88.49
78830329.426000; 2.55; 0.24; -88.45
78845727.528000; 2.55; 0.24; -88.42
78862764.091000; 2.55; 0.22; -88.39
78877747.113000; 2.55; 0.22; -88.38
78894582.124000; 2.55; 0.22; -88.38
78910993.638000; 2.55; 0.22; -88.38
78925639.247000; 2.55; 0.22; -88.38
78941697.969000; 2.55; 0.22; -88.38
78959168.002000; 2.55; 0.22; -88.38
78973678.588000; 2.55; 0.22; -88.38
78990756.868000; 2.55; 0.22; -88.38
79007670.416000; 2.55; 0.22; -88.38
79021858.158000; 2.55; 0.22; -88.38
79037813.667000; 2.55; 0.22; -88.38
79054221.580000; 2.55; 0.22; -88.38
79070815.940000; 2.55; 0.22; -88.38
79098609.500000; 2.55; 0.22; -88.38
79116868.158000; 2.55; 0.22; -88.38
79119861.628000; 2.55; 0.22; -88.38
79133713.066000; 2.55; 0.22; -88.38
79151323.274000; 2.55; 0.22; -88.38
79165668.107000; 2.55; 0.22; -88.38
79181710.217000; 2.55; 0.22; -88.38
79198901.115000; 2.55; 0.22; -88.38
79213706.038000; 2.55; 0.22; -88.38
79230755.394000; 2.55; 0.22; -88.38
79245659.657000; 2.55; 0.22; -88.38
79261901.770000; 2.55; 0.22; -88.38
79278893.263000; 2.55; 0.22; -88.38
79293651.463000; 2.55; 0.22; -88.38
79310869.736000; 2.55; 0.22; -88.38
79327648.386000; 2.55; 0.22; -88.38
79341827.077000; 2.55; 0.22; -88.38
79358161.607000; 2.55; 0.22; -88.38
79374731.839000; 2.55; 0.22; -88.38
79389651.395000; 2.55; 0.22; -88.38
79407285.131000; 2.55; 0.22; -88.38
79423280.851000; 2.55; 0.22; -88.38
79439168.717000; 2.55; 0.22; -88.38
79455695.359000; 2.55; 0.22; -88.38
79469648.128000; 2.55; 0.22; -88.38
79486557.013000; 2.55; 0.22; -88.38
79501662.333000; 2.55; 0.22; -88.38
79517690.983000; 2.55; 0.22; -88.38
