21926328.939000; 0.00; 0.00; 0.00
21934352.469000; 0.00; 0.00; 0.00
21949496.278000; 0.00; 0.00; 0.00
21965513.264000; 0.00; 0.00; 0.00
21984355.887000; 0.00; 0.00; 0.00
21997612.191000; 0.00; 0.00; 0.00
22013465.431000; 0.00; 0.00; 0.00
22029499.493000; 0.00; 0.00; 0.00
22045482.845000; 0.00; 0.00; 0.00
22064210.108000; 0.00; 0.00; 0.00
22079788.985000; 0.00; 0.00; 0.00
22094103.483000; 0.00; 0.00; 0.00
22112544.051000; 0.00; 0.00; 0.00
22127500.824000; 0.00; 0.00; 0.00
22143074.603000; 0.00; 0.00; 0.00
22158402.102000; 0.00; 0.00; 0.00
22173620.608000; 0.00; 0.00; 0.00
22189717.794000; 0.00; 0.00; 0.00
22205839.762000; 0.00; 0.00; 0.00
22224592.369000; 0.00; 0.00; 0.00
22239216.482000; 0.00; 0.00; 0.00
22257834.419000; 0.00; 0.00; 0.00
22272302.895000; 0.00; 0.00; 0.00
22288370.806000; 0.00; 0.00; 0.00
22303464.482000; 0.00; 0.00; 0.00
22319271.097000; 0.00; 0.00; 0.00
22335054.503000; 0.00; 0.00; 0.00
22351108.884000; 0.00; 0.00; 0.00
22366580.461000; 0.00; 0.00; 0.00
22381584.209000; 0.00; 0.00; 0.00
22397494.300000; 0.00; 0.00; 0.00
22415157.391000; 0.00; 0.00; 0.00
22434739.615000; 0.00; 0.00; 0.00
22446490.411000; 0.00; 0.00; 0.00
22465117.969000; 0.00; 0.00; 0.00
22482823.189000; 0.00; 0.00; 0.00
22503111.484000; 0.00; 0.00; 0.00
22512651.144000; 0.00; 0.00; 0.00
22534296.697000; 0.00; 0.00; 0.00
22541548.059000; 0.00; 0.00; 0.00
22560365.216000; 0.00; 0.00; 0.00
22574836.055000; 0.00; 0.00; 0.00
22590601.250000; 0.00; 0.00; 0.00
22613510.712000; 0.00; 0.00; 0.00
22628827.145000; 0.00; 0.00; 0.00
22639391.052000; 0.00; 0.00; 0.00
22655372.233000; 0.00; 0.00; 0.00
22669847.040000; 0.00; 0.00; 0.00
22687067.162000; 0.00; 0.00; 0.00
22703350.539000; 0.00; 0.00; 0.00
22718678.205000; 0.00; 0.00; 0.00
22734204.467000; 0.00; 0.00; 0.00
22755401.132000; 0.00; 0.00; 0.00
22765460.983000; 0.00; 0.00; 0.00
22786040.502000; 0.00; 0.00; 0.00
22808148.317000; 0.00; 0.00; 0.00
22816139.043000; 0.00; 0.00; 0.00
22830423.901000; 0.00; 0.00; 0.00
22858788.032000; 0.00; 0.00; 0.00
22869849.867000; 0.00; 0.00; 0.00
22884428.576000; 0.00; 0.00; 0.00
22896170.020000; 0.00; 0.00; 0.00
22911367.421000; 0.00; 0.00; 0.00
22927397.238000; 0.00; 0.00; 0.00
22946875.556000; 0.00; 0.00; 0.00
22958899.649000; 0.00; 0.00; 0.00
22974151.872000; 0.00; 0.00; 0.00
22989630.710000; 0.00; 0.00; 0.00
23011511.747000; 0.00; 0.00; 0.00
23023072.127000; 0.00; 0.00; 0.00
23038944.513000; 0.00; 0.00; 0.00
23054301.644000; 0.00; 0.00; 0.00
23071291.103000; 0.00; 0.00; 0.00
23088744.538000; 0.00; 0.00; 0.00
23101656.841000; 0.00; 0.00; 0.00
23119173.275000; 0.00; 0.00; 0.00
23133733.087000; 0.00; 0.00; 0.00
23150609.488000; 0.00; 0.00; 0.00
23166817.697000; 0.00; 0.00; 0.00
23181669.225000; 0.00; 0.00; 0.00
23197666.709000; 0.00; 0.00; 0.00
23213678.799000; 0.00; 0.00; 0.00
23229495.217000; 0.00; 0.00; 0.00
23248063.267000; 0.00; 0.00; 0.00
23262383.063000; 0.00; 0.00; 0.00
23277466.749000; 0.00; 0.00; 0.00
23293760.723000; 0.00; 0.00; 0.00
23313596.146000; 0.00; 0.00; 0.00
23325582.540000; 0.00; 0.00; 0.00
23341576.314000; 0.00; 0.00; 0.00
23357560.587000; 0.00; 0.00; 0.00
23375640.863000; 0.00; 0.00; 0.00
23390679.898000; 0.00; 0.00; 0.00
23405506.987000; 0.00; 0.00; 0.00
23421929.568000; 0.00; 0.00; 0.00
23447204.969000; 0.00; 0.00; 0.00
23453706.008000; 0.00; 0.00; 0.00
23473111.283000; 0.00; 0.00; 0.00
