104333837.804000; -0.38; 1.69; -177.74
104348665.424000; -0.38; 1.69; -177.74
104366528.290000; -0.38; 1.69; -177.74
104387221.292000; -0.38; 1.69; -177.74
104396849.661000; -0.38; 1.69; -177.74
104413820.580000; -0.38; 1.69; -177.74
104428582.756000; -0.38; 1.69; -177.74
104446855.976000; -0.38; 1.69; -177.74
104460838.011000; -0.38; 1.69; -177.74
104478537.372000; -0.38; 1.69; -177.74
104493204.878000; -0.38; 1.69; -177.74
104510727.503000; -0.38; 1.69; -177.74
104524805.721000; -0.38; 1.69; -177.74
104541186.489000; -0.38; 1.69; -177.74
104557578.905000; -0.38; 1.69; -177.74
104572581.754000; -0.38; 1.69; -177.74
104590433.765000; -0.38; 1.69; -177.74
104605148.031000; -0.38; 1.69; -177.74
104620632.972000; -0.38; 1.69; -177.74
104650630.933000; -0.38; 1.69; -177.74
104661567.127000; -0.38; 1.69; -177.74
104668681.807000; -0.38; 1.69; -177.74
104686202.717000; -0.38; 1.69; -177.74
104700657.171000; -0.38; 1.69; -177.74
104718164.704000; -0.38; 1.69; -177.74
104732604.335000; -0.38; 1.69; -177.74
104750279.062000; -0.38; 1.69; -177.74
104766219.705000; -0.38; 1.69; -177.74
104780600.080000; -0.38; 1.69; -177.74
104798452.000000; -0.38; 1.69; -177.74
104813409.100000; -0.38; 1.69; -177.74
104829974.826000; -0.38; 1.69; -177.74
104844604.523000; -0.38; 1.69; -177.74
104862480.061000; -0.38; 1.69; -177.74
104878513.715000; -0.38; 1.69; -177.74
104892606.919000; -0.38; 1.69; -177.74
104909430.187000; -0.38; 1.69; -177.74
104924538.165000; -0.38; 1.69; -177.74
104940947.356000; -0.38; 1.69; -177.74
104959892.997000; -0.38; 1.69; -177.74
104973400.654000; -0.38; 1.69; -177.74
104989450.180000; -0.38; 1.69; -177.74
105004554.484000; -0.38; 1.69; -177.74
105021915.253000; -0.38; 1.69; -177.74
105036568.771000; -0.38; 1.69; -177.74
105054240.046000; -0.38; 1.69; -177.74
105068704.396000; -0.38; 1.69; -177.74
105085928.119000; -0.38; 1.69; -177.74
105101883.787000; -0.38; 1.69; -177.74
105118148.750000; -0.38; 1.69; -177.74
105132611.425000; -0.38; 1.69; -177.74
105149285.895000; -0.38; 1.69; -177.74
105164548.740000; -0.38; 1.69; -177.74
105181335.064000; -0.38; 1.69; -177.74
105196530.776000; -0.38; 1.69; -177.74
105213849.044000; -0.38; 1.69; -177.74
105229705.086000; -0.38; 1.69; -177.74
105244625.444000; -0.38; 1.69; -177.74
105261583.091000; -0.38; 1.69; -177.74
105277144.924000; -0.38; 1.69; -177.74
105293893.533000; -0.38; 1.69; -177.74
105308840.324000; -0.38; 1.69; -177.74
105326582.130000; -0.38; 1.69; -177.74
105341839.493000; -0.38; 1.69; -177.74
105357158.708000; -0.38; 1.69; -177.74
105380420.479000; -0.38; 1.69; -177.74
105388534.823000; -0.38; 1.69; -177.74
105404950.231000; -0.38; 1.69; -177.74
105420542.806000; -0.38; 1.69; -177.74
105436794.637000; -0.38; 1.69; -177.74
105455443.854000; -0.38; 1.69; -177.74
105468586.554000; -0.38; 1.69; -177.74
105484994.533000; -0.38; 1.69; -177.74
105500590.932000; -0.38; 1.69; -177.74
105517102.491000; -0.38; 1.69; -177.74
105534889.831000; -0.38; 1.69; -177.74
105548537.959000; -0.38; 1.69; -177.74
105566018.382000; -0.38; 1.69; -177.74
105580567.766000; -0.38; 1.69; -177.74
105597126.257000; -0.38; 1.69; -177.74
105615075.384000; -0.38; 1.69; -177.74
105631570.892000; -0.38; 1.69; -177.74
105644566.929000; -0.38; 1.69; -177.74
105660872.476000; -0.38; 1.69; -177.74
105676570.620000; -0.38; 1.69; -177.74
105694243.335000; -0.38; 1.69; -177.74
105709054.907000; -0.38; 1.69; -177.74
105724570.040000; -0.38; 1.69; -177.74
105741280.180000; -0.38; 1.69; -177.74
105756635.173000; -0.38; 1.69; -177.74
105773606.505000; -0.38; 1.69; -177.74
105789605.949000; -0.38; 1.69; -177.74
105807059.970000; -0.38; 1.69; -177.74
105820576.593000; -0.38; 1.69; -177.74
105836572.256000; -0.38; 1.69; -177.74
105853947.917000; -0.38; 1.69; -177.74
105868716.382000; -0.38; 1.69; -177.74
105886312.201000; -0.38; 1.69; -177.74
105900637.867000; -0.38; 1.69; -177.74
105918406.675000; -0.38; 1.69; -177.74
105933443.453000; -0.38; 1.69; -177.74
105948992.097000; -0.38; 1.69; -177.74
105965409.012000; -0.38; 1.69; -177.74
105983248.658000; -0.38; 1.69; -177.74
105997434.238000; -0.38; 1.69; -177.74
106014068.877000; -0.38; 1.69; -177.74
106028568.229000; -0.38; 1.69; -177.74
106045664.021000; -0.38; 1.69; -177.74
106062315.205000; -0.38; 1.69; -177.74
106076553.155000; -0.38; 1.69; -177.74
106092877.765000; -0.38; 1.69; -177.74
106110322.047000; -0.38; 1.69; -177.74
106124686.061000; -0.38; 1.69; -177.74
106140568.875000; -0.38; 1.69; -177.74
106158476.465000; -0.38; 1.69; -177.74
106175624.483000; -0.38; 1.69; -177.74
106189600.398000; -0.38; 1.69; -177.74
106204632.442000; -0.38; 1.69; -177.74
106222374.128000; -0.38; 1.69; -177.74
106236637.645000; -0.38; 1.69; -177.74
106253694.928000; -0.38; 1.69; -177.74
106268566.592000; -0.38; 1.69; -177.74
106286650.234000; -0.38; 1.69; -177.74
